evaluation,label
虽然还没有使用，但是量子点好在色域广，可以达到接近连续光谱。色域对比，前者是普通蓝色光谱，后者就是量子点LED，色域多了30%以上，加上价格还是不错的，所以还是可以推荐周围朋友下单。,正面
虽然蛮后悔错过双十一8000E的活动买了这个，但就电视本身还是很满意的,正面
电视已经收到，安装送货很快，师傅态度也很好，画质很清晰，总体都很满意,正面
清晰度很好音质很好外观漂亮非常满意,正面
小米电视的确不错！值得信赖！个人很满意！,正面
真服还不错的。？。。。,正面
真的非常好，也非常清楚，夏普的电视就是好,正面
东西收到了，质量不错，是正品，价格也实惠，好评好评好评！ 晒单： 收起 向左转 向右转,正面
很不错，漂亮，效果也好,正面
第一次在网上购电视，之前还有些犹豫，买回来效果好不好，会不会有问题，有问题怎么呢，但买回来后，发现不错，很好,正面
挺不错的，家里都很喜欢,正面
老顾客了，东西很好，会回购,正面
產品很好，發貨很快，超好砰,正面
搞活动买的，物美价廉，美观大方，但是跟4k的清晰度还是有一定的差别，安装很简单，就有两个腿四个螺丝 晒单： 收起 向左转 向右转,正面
物流超级快，服务非常好！下次在购买,正面
送货师傅服务很好，试清楚没有问题才走的。终于买到心爱的小米电视，玻璃镜面一样薄，完美的工艺,正面
35台电视，公寓用，客户很满意，应有尽有，羞羞的铁拳也可以看，当时活动抢购的，预约了送货时间，很准时。服务非常好给个五星大好评,正面
支持小米支持，服务好,正面
不错,正面
发货速度很快，第一天拍的，第二天就到货了。电视画面质量感不丑，很清晰,正面
质量杠杠的，有图有真相，4K超高清，价廉而物美，超高性价比，要得哟！,正面
第一次买创维电视，在58寸和65寸之间犹豫了很久，最后还是选择了65寸，本来担心会太大，装上后效果不错，12号买的，需要调货的原因等了几天15号送到，货到20分钟后安装师傅就来了，创维提供的免费安装，加了点钱换了个好点的挂架，提醒大家要等正规的创维安装人员，物流信息会泄漏，货没到就有其他安装人员电话联系要安装，但要收费，差点被忽悠,正面
暴风的电视不错，买的时候有点不放心，货到后东西很棒！接电源和无线马上就可以看了 晒单： 收起 向左转 向右转,正面
挺好的，快递很快，服务周到，好评,正面
好评吧～个人感觉电视都差不多～～～～～～,正面
特别喜欢，很大，很清晰，特别实惠，活动的时候买的。,正面
电视够大气 画面清晰 就是还不太会用,正面
超值，第一电视很大，第二反应速度不是很慢，第三就是音质再提升一些会更好,正面
双十一购买的，非常划算，后面出现了质量问题，京东售后上门检测后，给换了新的，觉得这个服务不错,正面
小米电视不错，电视很薄显示效果也好。看着舒服，相信。,正面
性价比不错,正面
外观很漂亮，分辨率一般吧,正面
"购买后20小时内送到家,超快的,快递，安装人员都给赞，电视效果很好，价格划算，很满意的一次购！",正面
性价比很高，不错非常满意,正面
风行电视一点即播不卡顿果然名不虚传，够快够清晰，厉害了，你值得拥有，非常棒！,正面
电视不错，画质清晰,正面
很赞。。。。。。。。。,正面
很喜欢小米电现，功能多画质好，还可以手机操作，送货快售后服务好,正面
总体来说还行吧！比起实体店的超薄来说，这款应该是专供电商销售，虽然说是4K，但是没有片源来测试也不知道效果如何。如果买电视机送架子该多好，有些型号送，有些不送。,正面
电视是双十二前一天买的，下单之后客服就和我确认时间收获，结果第二天就收货了，然后安装不懂问客服也很耐心解答。电视是4k的屏幕，看电视很清楚，安装的师傅还用4k片源对电视进行测试。电视自带的视频很多，儿童的，热门电影，喜欢的动漫，免费的也挺多了。现在很满意，等使用一段时间，再来评论。总之客服热心，物流和安装特别快，从下单到安装视频就使用了两天，第一天送到，第二天安装，客服都会主动联系你，安排时间。,正面
非常好 客服非常好 五星好评,正面
长虹电视不错真的好，家里人看看都说好,正面
这款电视相当不错。机身是黑色的塑料，看起来还行，机身厚度挺薄却颇为高大，有点担心两个脚能否撑得稳。屏幕出厂带有一层塑料薄膜要撕开才能看清楚，屏幕清晰度相当高，看超清格式的视频就足够清晰了，这点倒是挺满意的，据我感官屏幕应该只有72色域，相对更高色域的屏幕稍显发白，不过这价也不好要求太多。系统流畅度不错，按着安卓手机的尿性买之前还以为这配置会卡得很呢，看来安卓电视和手机还是有差别的。总的来说，这机子物美价廉吧，就看能用多久了。 晒单： 收起 向左转 向右转,正面
电视买来几天了，才来评价，我觉得还是物有所值，电视自己调试的，快递员也很尽心，尽力，还从小区大门口给扛进来的，感谢快递员。。另外，电视还是清楚的。,正面
电视父母用了一段时间了，挺不错的,正面
好好好好。,正面
这是我目前买过的性价比最高的电视，真的好大，好划算。目前没有发现任何问题，物流也很快。别的不多说了，很满意，直接上图。,正面
已收货，还未启用，相信大品牌,正面
给老弟买的，很不错,正面
质量不错，物美价廉！,正面
物有所值，太棒了,正面
速度很快，感觉不错，，,正面
物流的速度真心令人佩服，夜里下单，早上就就收到了，各种体育频道，儿童节目家里孩子都很喜欢！节目非常丰富！操作系统很流畅，画面清晰！家里人都很满意！屏幕超赞！ 晒单： 收起 向左转 向右转,正面
电视不错，性价比超高，虽然没有双11划算，但已经很超值了,正面
已经用了两天了，感觉还可以值得购买,正面
风行电视不错，这是我购买的电视中品质都不错的产品,正面
第一次买索尼。送货员。服务态度好！,正面
电视收到了，画面清晰，特意放了好几天，很不错，公公婆婆很喜欢，如有需要，还会光顾,正面
物流公司的师傅很不错，赞一个，电视也还不错,正面
一波三折，出现些小问题不过售后服务很到位，耐心。超赞 用的放心,正面
不错,正面
双11买的，3299入手，买个plus会员立减100，电视看了好多款，配置比较了好多天就等双11看能便宜多少，结果还那么多，买来送人的，电视大气性价比高配置高，就是标配挂架太坑了，~买那会还没货一直等大半个月才有货，京东还没卖的，其他的都炒鸡满意。特地用了一个多月才来评价，本来朋友想买三星的，除了品牌大点其他的都没这个好，而且那款还是国产屏，买个贴牌的还不如这个实在，还是曲面的。现在用着朋友也非常满意，过几天就搬家请酒了，nice！！,正面
很好 用 正品行货 非常喜欢 我爱京东,正面
满意，好满意，超高清，感谢风行，用过才知好看，一万个赞，如果我选择电视机，我定会选风行，我也推荐风行给大家，众位可以试试。,正面
很好，很清楚,正面
电视机质量很好，画面很清晰，包装结实牢固,正面
第一次买小米电视，比较了几家同价位友商的的电视，还是支持小米，电视那是一个薄啊，ID无边框带来的视觉效果很棒，配送员的态度很好，安装师傅服务很周到，下次买大家电还是商城买！ 晒单： 收起 向左转 向右转,正面
很棒,正面
非常棒，全家都喜欢,正面
颜值高画面好，很划算！,正面
影像清楚，音质清亮，物流也很快。海尔的产品就是好！,正面
电视看了一星期了总体还不错，建议购买,正面
电视效果不错，配送迅速，大促时效不降级，安装及时。,正面
电视很清晰，整体造型时尚大方又漂亮，快递服务到位，装机服务人员很专业，细心。很满意这款风行互联网电视。,正面
给公司买的，同事都说效果好，京东快递也很给力！,正面
货品已经收到了，色彩挺好的就是没有之前买的45寸的价格实惠，但是跟实体店的价格比便宜多了,正面
画面，清晰度，都还不错，给家里老人买的，上手简单，物超所值,正面
双十二买的发到乡镇 没想到这么快就收货安装了 安装师傅很专业 讲解很细致。电视外观漂亮 窄边设计显得屏幕更大，画质清晰 比一般4k电视色彩更丰富，智能界面简洁易操作，风行资源够多，也可以自己下载软件。风行网络资源没得说电影电视剧 少儿节目都很多而且操作简单 老人学起来都很方便，买之前对比很多只能电视 现在看来风行物有所值！,正面
不错可以.........,正面
索尼大法好～电视特别棒！画质清晰！之前自己买了一台，今年双十一给爸妈也买了一台！物流师傅也特别的认真负责，由于是送到我妈家的，很耐心的联系我和我妈送货情况！,正面
看了一段时间，整体感觉不错，就是会员的内容还是太少了，以后估计得再弄个盒子,正面
电视还挺好的，不知道用段时间会怎样以后再来评价吧,正面
像语音遥控 免费会员配套多一些就更好了,正面
不错,正面
货已收到，实物跟图描述的一样，不错的一次购物。,正面
这已是买的第二台风行电视了，前面那台是55寸的，使用至今非常不错，软件安装，清晰度，片源更新快，儿童动画片片源多儿子喜欢，遥控器操控灵敏度高。这次是趁1212把卧室的tcl给换了，那机子操控慢，遥控器不灵敏，操作系统超级慢半天没反应因此才换成这台49寸风行电视，希望能像55寸那台一样满意。,正面
双十二买的，前几天刚装上，总体来说，外观比较大气、上档次，创维的设计师还是比较有水准的，性能、色彩、智能化都达到一个比较高的水准，整体运行速度较快，屏幕色彩呢，感觉肉眼能看到的这个效果已经很满意了，酷开系统，智能化和人性化都比较不错，语音识别功能在使用过程中出现了一点小问题，但是仅仅出现了一次，后来经过咨询客服，重新连就好了，语音识别率很高，赞一个。总的说来，这款电视有几个优势：首先是创维品牌，售后有保障，大品牌值得信赖；其次就是性价比，在这个价位能买这个配置和尺寸的，估计也只能买其他一些非主流牌子；第三，颜值和配置都比较高；第四，京东的服务不错，物流也快。综合以上几点，客观的说，这款电视非常值得入手，想入手的小伙伴抓紧入手!,正面
今天刚把电视打开装上，先来说说这款电视吧，真不错，很满意我在双11总共买了三台电视，两台放卧室，这台雷鸟放客厅，突然感觉到很高大上，另外两台分别是暴风和风行，不能说他们不好，只能说这款雷鸟太棒了，不比就没有伤害原来是真的，这款电视画面感真的很好，很清晰，音质也很好，突然感觉自己做的最对的决定就是选择了雷鸟，我是京东的忠实粉丝，我家的电器，我周围朋友家的电器都是我推荐的，如果我的朋友再购买电视我一定推荐雷鸟，今天好几个朋友过来玩都说我这款电视很棒，我听了很有成就感，相信京东，相信雷鸟，,正面
宝贝很不错，画质也不错，快递到得很快，总体蛮满意。,正面
该电视非常满意,正面
第一次购买酷开电视，创维子品牌，相信大品牌应该不错值得信赖。4K49寸双十一零点下的单，省内仓库发货，物流超快，第二天就收到了，各方面还在研究应用中，总体质量不错，画面效果好，客服服务也不错，就是应该很忙，嘻嘻。音质挺好的，过年就能看上新电视了，选来选去还是选择了酷开，相信自己是明智的选择，值得入手，性价比高。好评,正面
这个价钱算比较值了，毕竟49寸，暂时用没有任何问题。自己买了挂架自己装好，性价比比较高,正面
刚安好，性价比很高，东西和服务都五星好评。 买的时候忘了仔细看那些买够送、安装收费的政策…… 房屋新装，没入住，约快递和安装都多有不便啊，建议后来者入住了再买电视。 提醒：买了后要自行电话报装才有人装哟！,正面
送货速度挺快的 安装人员也挺好 直接全部安装调试好了。质量不错。会推荐别的朋友也关注这款电视机,正面
电视很棒！性价比很好，上门安装的师傅业务娴熟。总之很赞,正面
一份迟来好评，电视看了一个多月了任何方面都很满意，比想象中的要好很多，网速也相当快没有任何问题，手机投电视也很清楚，送货的速度的也很快，完全按着预约的时间送到，系统布局也很合理，连上wifi就完事了，音质方面非常好?，总体来说很满意，性价比高，房子整完了准备买个大的放厅里。,正面
双十一购买的创维（Skyworth）65H7 65英寸25核HDR超薄全面屏人工智能4K超高清电视(银色)，第二天送货师傅就送过来了，因为家还在装修，所以安装延后了。创维电视65H7 CPU采取Cortex-A73架构，25核处理器能够让电视更好的运转，2核CPU、6核GPU、5核VPU加上12核协处理器，超强的硬件配置，全面提升处理速度，爆发强劲性能。自带2个扬声器，标配usb接口、HDMI接口，内置WiFi能够有效的链接游戏机、电脑等外接设备，在家中畅玩。联合杜比与DTS双解码技术，让立体环绕音效无处不在。独立四音腔，大幅降低噪音，给电视用户带来影院级别的音效体验，身临其境班的真实感受。,正面
价格便宜品质好，屏幕看电视很高清,正面
电视画面很清晰。价格很实惠。抢购抢的省了好多钱。2k的屏幕，质感很强。对于卧室来说39寸显得超大。非常满意。窄边宽设计。电视很薄。质感很强。黑色的很大气。系统操作简单明了。运行速度很快。性价比很高。看了那么多。对比了那么多。真心觉得超值。推荐！感谢安装师傅的耐心。感谢风行电视。希望你们越做越好！,正面
本来是想买小米电视4a的，但是没货。经过一番对比，最后买了风行电视d49y（主要是看上送三年会员，再加上平时也经常上风行看视频。） 双12下单，13号中午就送上门了。我墙上已装有旧的电视架，就自己动手安装了（原来的螺丝不对，五金买了几颗），省了安装费。 几天的使用，总体感觉还不错，总结一下 1.清晰度不错，色彩淡了点，窄边框设计也很好看，声音饱满，完全够用。2.买之前一直怕配置低操作不流畅，使用下来完全够用，只要图片全导入后系统流畅度没问题。3.平台节目内容还算齐全，最主要有老婆和小孩喜欢的tvb的粤语剧集和丰富的少儿节目。好评！4.可以安装第三方软件，遥控器不支持语音的。 总的来说电视+3年会员这价钱值了，希望风行能继续更新系统和节目，风行电视加油！,正面
十二月一号下的单，二号就收到了，送货挺快的，配送人员服务非常好。电视机感觉不错，现在是相当满意，但愿以后也不出什么问题,正面
低端的大法，也不错啊,正面
50H7使用几天，我以前买过几次创维产品，感觉现在的颜色比以前大有进步，红蓝绿三色明显可调鲜艳一些，不像有的电视机红色嘴唇会成紫色。草地绿油油，耐看。反差恰到好处，不过分。声音比以往电视机大大上了台阶，音色层次分明不浑浊，听音乐钢琴曲实用。目前其实极少超高清片源，一般高清电视播放够好的了。 送货快。好。 收货后打安装电话，对方要价高，说明网上收费标准，于是就降低接近一半的价钱！！！！大概电话对方以为我们没搞清网上收费标准。这是值得注意的。莫坏了创维名声！ 创维客服解答调整问题很耐心认真，谢谢。,正面
"我是2017年12月18日购买的创维65H7　65寸电视，家用，电视就是试了下。65h7，cpu是a73，内存ddr4，电视机整体设计时尚，显示效果很惊艳，HDR,4K MEMC 画面没得说 预设色彩非常鲜艳，看起来好有立体感，身临其境感觉，特别是图片显示，也是4K高清图，色彩异常靓丽。酷开5.8的系统，系统响应速度很快，资源挺多的。视觉无边框，我比较喜欢，无边界方显大视野； 2G DDR4+8G FLASH，配置好电视才能运行快；电视外表整体做工还行， 拥有HDR技术，广色域技术，4K MEMC，色彩好 。画质清晰音质也还好 杜比解码+DTS解码，立体环绕音效，搭载酷开系统5.8。总体还是不错 值这个价格",正面
网络电视，看视频很方便，很好！海尔大品牌，支持,正面
支持京东，物流给力，商品货真价实！！！,正面
图电视剧的尺寸大性价比较高，最主要的就是搞活动的时候价格也不是太高啦,正面
东西收到了，以前买过特别好。,正面
看起来画面挺好，色彩比较真，相信Sony，等后期使用看看怎么样,正面
电视收到了，打开看看，配置和质量非常好， 就是买的吊架还没回来,正面
电视不错，但是电视买了再送挂架就是个坑，等挂架到了过了七天无理由退货了，安装也是毛病多，和品牌旗下的安装师傅沟通不够，联系几天也不来安装。好吧我自己联系，人家说不给现金就不给你装，我忍。打售后电话，过了一天多，还是不来。没办法，十五天有问题换货又要过了。我就自己掏钱吧，安装师傅来的麻溜麻溜的。正好安装的时候售后打电话了，经过沟通她们让我先给钱，再把钱转给我，过了一天的确转给我了，还不错。再说电视，幸好还能看，不然就是一次性产品了。我反正不会回购了，糟心了。,正面
非常非常满意，不到一千元，买了这个电视，性价比超高,正面
还可以，物超所值，价格实惠,正面
物流给力，送客户的！后续评价！,正面
画质不错，超窄边框也挺好看，就是这个语音功能很值得吐槽，反应超级慢，识别我说了什么要15秒，按我的要求执行也要10秒，评论视频录制时间上限是10秒，只能录下它识别语音的部分，比我的某某精灵智能小音箱反应慢nnnn倍～有对比有差距～还要继续改进啊～安装本来这款搞活动免费的，但是我自备了旋转挂架，又是瓷砖墙，打洞收100，安装高端挂架收100，福州的，给大家参考。,正面
还行吧，价格便宜的4K屏，还挺值的！,正面
整体使用，感觉不错，颜色也不错，反应也很快，物超所值,正面
性价比高，对于我这种北漂，最合适不过了，价钱便宜，质量又好，刚开始没报太大希望，觉得便宜质量不会太好，能看就行，期望不高，结果收到货，打开看了两天，很惊喜，觉得真的是买值了，赞赞赞！,正面
物流发货很快，收到电视后自己就能安装调试好，画面很清晰，看了几天才来评价的，很超值,正面
电视很清晰，音质也很好，既美观又大方，送给老妈的，她特别开心喜欢,正面
电视你回来了，安装师傅也挺负责的，效果还比较满意,正面
商品不错。老爸老妈很喜欢,正面
小米电视我喜欢，很薄，清晰度高，真的是高大上。,正面
酷开，买了两台了，好用，不错的电视机,正面
打开一看，非常好，喜欢！我个人比较挑的，不过见到货品踏实了。非常不错！还有接待我的客服态度也很好，耐心！祝你们生意兴隆！,正面
非常大气，性价比非常高，强力推荐！ 晒单： 收起 向左转 向右转,正面
质量很好，画面很清晰,正面
好产品 晒单： 收起 向左转 向右转,正面
因房子装修没有结束，还没有安装试用，电视机通电试了情况良好，售后服务也不错，啇家服务很好?，等正常使用了再来追评。,正面
外观漂亮，清晰度很好，画面无停滞，色彩艳丽。信仁国货，相信海尔。京东的催货设置很人性化，点赞。很满意。,正面
不错,正面
老品牌，值得信赖。长虹一直是我支持的牌子！,正面
非常不错比想象中要薄，当初本想选小米，比竟飞利浦品牌更强,正面
看起来不错，还没用，很期待,正面
图像不错，音效也很好，自己安装好底座，送的电池没电的，还以为遥控坏了，送三年会员很划算,正面
物流和售后都好,正面
78寸放在家里就是气派，三星屏幕又大又清晰，观看体验很好，真的很喜欢，达到期望值。客服服务也很周到热情，有什么问题都耐心解答。物流也快，包装也好，线下服务人员态度也很友好，很满意的一次购物。期望音响也不会让人失望。,正面
挺好的，帮朋友买的，今天去看了一下，沒有任何问题，放卧室不错，放在客厅建议买55寸或更大的。,正面
特意用了两天才评价的，电视功能强大，连接Wifi反应很快，屏幕也很清晰！这个价格买到曲面而且功能多，反应快的电视确实很划算！客服态度也很好！,正面
商品不错。好东西。很清晰。准备送到客户哪去。准备装车了。 晒单： 收起 向左转 向右转,正面
画质很清晰，质量很好哦。联网就可以看电视，很方便。49寸的也很大 很适合家里。爸爸喜欢看抗日神片，电视一直被他霸占了。小侄子要看动画片 奈何自己不会按。哈哈哈。 晒单： 收起 向左转 向右转,正面
不错可以耍游戏 晒单： 收起 向左转 向右转,正面
很满意！很不错,正面
买电器到京东还是可信的！发货速度快，第二天货已经收到了。电视机的清晰度很好,正面
一直想着今年双11入手一台平板电视的线下实体店线上各平台纠结了很久最后机缘巧合选择在京东这里入手到货很快简单安装后就开始欣赏节目了大屏幕真是让人欢喜,正面
非常不错！！！！！！！！！,正面
效果好，物流快捷。,正面
电视非常大气，大家都说挺好的，很满意的一次购物。 晒单： 收起 向左转 向右转,正面
??夏普 (SHARP) LCD-50SU460A 50英寸4K超高清wifi智能网络液晶平板电视机（黑色），画面清晰,正面
电视声音和质感都很不错而且大气,正面
送货速度不错，没过两天就到了~收到以后很激动，这是我家买的第一台互联网电视，期待很高，所以选了这款性价比较高的风行量子点电视。开机后感觉不错，显示色彩鲜艳，更贴近自然的颜色。画面清晰度很高，毕竟4k的硬件配置在那里。UI分区清晰简单，便于操作跟找到想看的模块，再也不用担心老妈不会操作了。功能也比较齐全，互联网电视该有都有。老爸，老妈比较爱看抗战剧，都市剧之类的，都说很清晰，屏幕很大，声音也不小，看着很舒服，很享受~感谢风行！第一次买互联网电视体验不错！希望风行越做越好！,正面
很棒的一次网购，各方面都很好满意,正面
超级保很好哈哈哈好太好了简直不好意思 继续支持谢谢大家,正面
电视很清晰，音质色质都很满意,正面
东西非常好,正面
还不错！真的还不错！第一次买这么大件的家电，一次不错的选购,正面
帮姨姐家买的，没看到实物。反映还行。好评！,正面
双十一当天1599到手价格。东西不贵，谈不上多好，够用吧，给家里老人看主要,正面
还行，比较实惠，性价比高,正面
不错,正面
宝贝收到了，安装师傅刚安装好电视，安装师傅服务质量很好，赞一个！电视质量刚刚的，而且价格实惠。很清晰，大气！在客厅里显得很大，一个字爽，店家的服务态度很给力！超赞！祝店家的生意兴隆！五星好评吆！ 晒单： 收起 向左转 向右转,正面
收到货打开试用了一下，画质挺好的，挺喜欢的！！！,正面
电视质量很好，清晰，送货快，一切功能正常，推荐购买！,正面
非常好,正面
电视机相当不错，就是自带的腾讯视频软件看不了，会员费白花了。,正面
东西收到了， 价格很实惠 ， 买到很开心， 越来越好,正面
货收到了，很满意。待装好后补评。,正面
第二次买，送人的，不错,正面
画面清晰，性价比很高,正面
物流快，这款机子大气超薄就是美中不足有点瑕疵屏不直不完美，叫老板换了一台就好了，要是图象再能亮净点就更好了。,正面
好好好好,正面
电视外观漂亮，屏幕靓丽细腻，创维电视不错,正面
买给父母用的，感觉清晰度很好，色彩还原度不错。,正面
体验了一段时间，先做个简单的评价，风行电视，49寸大屏，价格便宜，一点即播，资源丰富，色彩鲜艳，而且大气上档次，附近邻居都觉得价格在三千以上，说这么便宜的话叫我帮他也买一个，主要新房子还没装修好，暂时这样用着，到时再来追加,正面
服务很好，物流很给力，给五个星，产品也很满意，电视也很清晰,正面
很好很快就收到了很描述的一样,正面
第二次购买了，相当不错的电视。很喜欢……,正面
这款电视非常不错，家里很是喜欢，每个房间都装一个,正面
速度快，感觉非常好，应该没问题，还没有接上网络,正面
给亲戚买的，性价比挺高的大品牌。,正面
送货很快，还未安装,正面
非常不错的产品。物流、客服服务也是很棒……,正面
画质清晰细腻，颜色靓丽，物有所值。送货速度快，服务很周到。,正面
电视不错，操作方便，屏幕显示效果好。,正面
帮姑姑家买的，姑姑非常满意，价格也完美。,正面
一直在用创维，从老式电视就用它了，毕竟是老牌子。值得信赖。买回来家人都喜欢。,正面
联网方式多样：WIFI、热点、网线等；操作方便，买之前还担心操作复杂，没想到非常简单； 送货快，昨天订单，今天上午到； 服务好，现场帮忙开机通电，确保正常。,正面
很好，图像亮丽色彩鲜明。 晒单： 收起 向左转 向右转,正面
物流超快，安装师傅很细心，好用,正面
好还实惠,正面
非常满意，送货师傅人特别好。,正面
不错，挺实惠的货品，希望以后还有这样的价格,正面
听朋友推荐买了小米液晶电视，果然图像很清晰，很超薄，的快递也很给力，这次购物很满意。,正面
长虹的电视真的不错，物超所值。,正面
物流因为双十一慢了点，电视剧质量不错,正面
没想到这么巧同城发货 零点买的当天就送来了 送货叔叔辛苦了试机没问题 屏幕很大 买来送给爷爷的 爷爷特别高兴,正面
电视很好，安装师傅也很及时的上门安装了，师傅很仔细。,正面
物流真快头天下单第二天就到了比某 保强多了,正面
送货速度很快，配送态度好！,正面
电视真的很清晰，声音也大，55寸好大一台，超值的，一次满意的购物体验。期待好的售后服务。,正面
这个大电视真是太好了 效果非常不错 买给父母很开心 已经看上了 我家的电视都是这个牌子,正面
一下子购买了两台。风行电视，画面清晰，系统流畅。而且节目内容非常丰富。一台放在那地下一台直接挂在了墙上，美观。大方。 2017-12-17 11:37:54 追加： 两台都非常好。风行电视，就是好。,正面
快递员服务非常好，产品质量也美美的^O,正面
性价比不错，比起创维强多了。色彩比较鲜艳生动，各种功能都齐全，值得推荐。,正面
京东商城商品齐全，质优价廉，送货快，服务好。,正面
"挺好，送货速度超快,电视也挺好的",正面
电视收到了，简直太满意啦，快递小哥服务很到位给送上楼的，电视屏幕非常大，分辨率也很高，像素清晰画面流畅，系统可升级，功能很全面，总之非常好，推荐购买！,正面
画面非常清晰，不错，一直信赖小米,正面
我已经买第二台了。电视超清，物美价廉。值得购买。,正面
一开始在狠多网络电视种选择，最后选择了暴风，因为它有很多资源。购物过程也很舒心客服给了很多有价值的意见，到货速度很快，联系安装师傅也很积极给予了帮助，现在已经开心的使用了。推荐购买。,正面
物流超级快，两天就到，送货员也好服务到家有耐心索尼55寸好极了i,正面
不错，售后和送货的师傅都挺好，非常好电视也不错,正面
电视还不错；tcl王牌做工双十一价格比较优惠,正面
电视机收到了，画面清晰音质很棒，物流小帅哥服务非常好，给以五星好平!,正面
挺好的，怎么比买50寸的都好……,正面
发货速度快，电视很漂亮.,正面
灯很便宜，物流也很快！很漂亮?,正面
电视很清晰 服务很热情 值得购买 送的东西一件没少都收到了。价格很合理。非常好的卖家 值得支持体验,正面
第二次同款咯很不错性价比高这是重点！ 晒单： 收起 向左转 向右转,正面
电视非常好，节目资源丰富，反应挺快，色彩也还行，清晰度挺高！这样的配置这样的价钱真是性价比无敌了，第一次用风行品牌，值得信赖！ 晒单： 收起 向左转 向右转,正面
不错，很好的电视。,正面
4K高清，画面清晰,正面
家里之前的电视搬家的时候坏了，后来一直在关注风行电视，以前经常用风行在网上看视频，习惯了风行；这次买的49寸的4K电视放到客厅效果非常好，看电影追剧很舒服、很漂亮、清晰度非常不错、反应速度也快、视频内容很丰富，价钱也是超乎性价比。我十分满意，支持国产电视，支持风行越做越好。,正面
